date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:21:41	13975/13975	---M--	200	added ('OK')	image/jpeg	date:Thu,%2022%20Jul%202021%2013:53:08%20GMT	http://wp.alithemes.com/html/nest/demo/assets/imgs/shop/thumbnail-2.jpg	C:/Users/akash/OneDrive/Desktop/Ecommerce%20Project/Ecommerce%20Project/wp.alithemes.com/html/nest/demo/assets/imgs/shop/thumbnail-2.jpg	(from http://wp.alithemes.com/html/nest/demo/index.html)
00:21:41	1771/1771	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2026%20Jul%202021%2014:23:44%20GMT	http://wp.alithemes.com/html/nest/demo/assets/imgs/theme/icons/icon-user.svg	C:/Users/akash/OneDrive/Desktop/Ecommerce%20Project/Ecommerce%20Project/wp.alithemes.com/html/nest/demo/assets/imgs/theme/icons/icon-user.svg	(from http://wp.alithemes.com/html/nest/demo/index.html)
00:21:41	124308/124308	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Apr%202022%2016:08:16%20GMT	http://wp.alithemes.com/html/nest/demo/shop-checkout.html	C:/Users/akash/OneDrive/Desktop/Ecommerce%20Project/Ecommerce%20Project/wp.alithemes.com/html/nest/demo/shop-checkout.html	(from http://wp.alithemes.com/html/nest/demo/index.html)
00:21:42	65366/65366	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Apr%202022%2016:08:16%20GMT	http://wp.alithemes.com/html/nest/demo/page-login.html	C:/Users/akash/OneDrive/Desktop/Ecommerce%20Project/Ecommerce%20Project/wp.alithemes.com/html/nest/demo/page-login.html	(from http://wp.alithemes.com/html/nest/demo/index.html)
00:21:42	10868/10868	---M-Z	200	added ('OK')	image/svg+xml	date:Fri,%2015%20Apr%202022%2015:41:10%20GMT	http://wp.alithemes.com/html/nest/demo/assets/imgs/theme/icons/category-1.svg	C:/Users/akash/OneDrive/Desktop/Ecommerce%20Project/Ecommerce%20Project/wp.alithemes.com/html/nest/demo/assets/imgs/theme/icons/category-1.svg	(from http://wp.alithemes.com/html/nest/demo/index.html)
00:21:42	7390/7390	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2001%20Jul%202021%2015:51:32%20GMT	http://wp.alithemes.com/html/nest/demo/assets/imgs/theme/icons/category-2.svg	C:/Users/akash/OneDrive/Desktop/Ecommerce%20Project/Ecommerce%20Project/wp.alithemes.com/html/nest/demo/assets/imgs/theme/icons/category-2.svg	(from http://wp.alithemes.com/html/nest/demo/index.html)
00:21:42	8412/8412	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2001%20Jul%202021%2015:51:40%20GMT	http://wp.alithemes.com/html/nest/demo/assets/imgs/theme/icons/category-3.svg	C:/Users/akash/OneDrive/Desktop/Ecommerce%20Project/Ecommerce%20Project/wp.alithemes.com/html/nest/demo/assets/imgs/theme/icons/category-3.svg	(from http://wp.alithemes.com/html/nest/demo/index.html)
00:21:42	8313/8313	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2001%20Jul%202021%2015:51:46%20GMT	http://wp.alithemes.com/html/nest/demo/assets/imgs/theme/icons/category-4.svg	C:/Users/akash/OneDrive/Desktop/Ecommerce%20Project/Ecommerce%20Project/wp.alithemes.com/html/nest/demo/assets/imgs/theme/icons/category-4.svg	(from http://wp.alithemes.com/html/nest/demo/index.html)
00:21:43	10203/10203	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2001%20Jul%202021%2015:51:54%20GMT	http://wp.alithemes.com/html/nest/demo/assets/imgs/theme/icons/category-5.svg	C:/Users/akash/OneDrive/Desktop/Ecommerce%20Project/Ecommerce%20Project/wp.alithemes.com/html/nest/demo/assets/imgs/theme/icons/category-5.svg	(from http://wp.alithemes.com/html/nest/demo/index.html)
00:21:43	9261/9261	---M-Z	200	added ('OK')	image/svg+xml	date:Fri,%2015%20Apr%202022%2015:41:10%20GMT	http://wp.alithemes.com/html/nest/demo/assets/imgs/theme/icons/category-6.svg	C:/Users/akash/OneDrive/Desktop/Ecommerce%20Project/Ecommerce%20Project/wp.alithemes.com/html/nest/demo/assets/imgs/theme/icons/category-6.svg	(from http://wp.alithemes.com/html/nest/demo/index.html)
00:21:43	4544/4544	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2001%20Jul%202021%2015:52:12%20GMT	http://wp.alithemes.com/html/nest/demo/assets/imgs/theme/icons/category-7.svg	C:/Users/akash/OneDrive/Desktop/Ecommerce%20Project/Ecommerce%20Project/wp.alithemes.com/html/nest/demo/assets/imgs/theme/icons/category-7.svg	(from http://wp.alithemes.com/html/nest/demo/index.html)
00:21:43	7444/7444	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2001%20Jul%202021%2015:52:18%20GMT	http://wp.alithemes.com/html/nest/demo/assets/imgs/theme/icons/category-8.svg	C:/Users/akash/OneDrive/Desktop/Ecommerce%20Project/Ecommerce%20Project/wp.alithemes.com/html/nest/demo/assets/imgs/theme/icons/category-8.svg	(from http://wp.alithemes.com/html/nest/demo/index.html)
00:21:44	8097/8097	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2001%20Jul%202021%2015:52:22%20GMT	http://wp.alithemes.com/html/nest/demo/assets/imgs/theme/icons/category-9.svg	C:/Users/akash/OneDrive/Desktop/Ecommerce%20Project/Ecommerce%20Project/wp.alithemes.com/html/nest/demo/assets/imgs/theme/icons/category-9.svg	(from http://wp.alithemes.com/html/nest/demo/index.html)
00:21:44	11583/11583	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2001%20Jul%202021%2015:52:32%20GMT	http://wp.alithemes.com/html/nest/demo/assets/imgs/theme/icons/category-10.svg	C:/Users/akash/OneDrive/Desktop/Ecommerce%20Project/Ecommerce%20Project/wp.alithemes.com/html/nest/demo/assets/imgs/theme/icons/category-10.svg	(from http://wp.alithemes.com/html/nest/demo/index.html)
00:21:44	5445/5445	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2001%20Jul%202021%2015:53:08%20GMT	http://wp.alithemes.com/html/nest/demo/assets/imgs/theme/icons/icon-1.svg	C:/Users/akash/OneDrive/Desktop/Ecommerce%20Project/Ecommerce%20Project/wp.alithemes.com/html/nest/demo/assets/imgs/theme/icons/icon-1.svg	(from http://wp.alithemes.com/html/nest/demo/index.html)
00:21:44	11526/11526	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2001%20Jul%202021%2015:53:14%20GMT	http://wp.alithemes.com/html/nest/demo/assets/imgs/theme/icons/icon-2.svg	C:/Users/akash/OneDrive/Desktop/Ecommerce%20Project/Ecommerce%20Project/wp.alithemes.com/html/nest/demo/assets/imgs/theme/icons/icon-2.svg	(from http://wp.alithemes.com/html/nest/demo/index.html)
00:21:45	3073/3073	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2001%20Jul%202021%2015:53:22%20GMT	http://wp.alithemes.com/html/nest/demo/assets/imgs/theme/icons/icon-3.svg	C:/Users/akash/OneDrive/Desktop/Ecommerce%20Project/Ecommerce%20Project/wp.alithemes.com/html/nest/demo/assets/imgs/theme/icons/icon-3.svg	(from http://wp.alithemes.com/html/nest/demo/index.html)
00:21:45	5390/5390	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2001%20Jul%202021%2015:53:28%20GMT	http://wp.alithemes.com/html/nest/demo/assets/imgs/theme/icons/icon-4.svg	C:/Users/akash/OneDrive/Desktop/Ecommerce%20Project/Ecommerce%20Project/wp.alithemes.com/html/nest/demo/assets/imgs/theme/icons/icon-4.svg	(from http://wp.alithemes.com/html/nest/demo/index.html)
00:21:45	2322/2322	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2001%20Jul%202021%2003:10:08%20GMT	http://wp.alithemes.com/html/nest/demo/assets/imgs/theme/icons/icon-hot.svg	C:/Users/akash/OneDrive/Desktop/Ecommerce%20Project/Ecommerce%20Project/wp.alithemes.com/html/nest/demo/assets/imgs/theme/icons/icon-hot.svg	(from http://wp.alithemes.com/html/nest/demo/index.html)
00:21:46	411874/411874	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Apr%202022%2016:08:16%20GMT	http://wp.alithemes.com/html/nest/demo/index-2.html	C:/Users/akash/OneDrive/Desktop/Ecommerce%20Project/Ecommerce%20Project/wp.alithemes.com/html/nest/demo/index-2.html	(from http://wp.alithemes.com/html/nest/demo/index.html)
00:21:54	391362/391362	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Apr%202022%2016:08:16%20GMT	http://wp.alithemes.com/html/nest/demo/index-3.html	C:/Users/akash/OneDrive/Desktop/Ecommerce%20Project/Ecommerce%20Project/wp.alithemes.com/html/nest/demo/index-3.html	(from http://wp.alithemes.com/html/nest/demo/index.html)
00:21:54	410204/410204	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Apr%202022%2016:08:16%20GMT	http://wp.alithemes.com/html/nest/demo/index-4.html	C:/Users/akash/OneDrive/Desktop/Ecommerce%20Project/Ecommerce%20Project/wp.alithemes.com/html/nest/demo/index-4.html	(from http://wp.alithemes.com/html/nest/demo/index.html)
00:21:56	427306/427306	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Apr%202022%2016:08:16%20GMT	http://wp.alithemes.com/html/nest/demo/index-5.html	C:/Users/akash/OneDrive/Desktop/Ecommerce%20Project/Ecommerce%20Project/wp.alithemes.com/html/nest/demo/index-5.html	(from http://wp.alithemes.com/html/nest/demo/index.html)
00:21:56	158558/158558	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Apr%202022%2016:08:16%20GMT	http://wp.alithemes.com/html/nest/demo/index-6.html	C:/Users/akash/OneDrive/Desktop/Ecommerce%20Project/Ecommerce%20Project/wp.alithemes.com/html/nest/demo/index-6.html	(from http://wp.alithemes.com/html/nest/demo/index.html)
00:21:57	75855/75855	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Apr%202022%2016:08:16%20GMT	http://wp.alithemes.com/html/nest/demo/page-about.html	C:/Users/akash/OneDrive/Desktop/Ecommerce%20Project/Ecommerce%20Project/wp.alithemes.com/html/nest/demo/page-about-2.html	(from http://wp.alithemes.com/html/nest/demo/index.html)
00:21:58	162405/162405	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Apr%202022%2016:08:18%20GMT	http://wp.alithemes.com/html/nest/demo/shop-grid-left.html	C:/Users/akash/OneDrive/Desktop/Ecommerce%20Project/Ecommerce%20Project/wp.alithemes.com/html/nest/demo/shop-grid-left.html	(from http://wp.alithemes.com/html/nest/demo/index.html)
00:21:59	113625/113625	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Apr%202022%2016:08:18%20GMT	http://wp.alithemes.com/html/nest/demo/shop-list-right.html	C:/Users/akash/OneDrive/Desktop/Ecommerce%20Project/Ecommerce%20Project/wp.alithemes.com/html/nest/demo/shop-list-right.html	(from http://wp.alithemes.com/html/nest/demo/index.html)
00:22:00	113642/113642	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Apr%202022%2016:08:18%20GMT	http://wp.alithemes.com/html/nest/demo/shop-list-left.html	C:/Users/akash/OneDrive/Desktop/Ecommerce%20Project/Ecommerce%20Project/wp.alithemes.com/html/nest/demo/shop-list-left.html	(from http://wp.alithemes.com/html/nest/demo/index.html)
00:22:01	154489/154489	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Apr%202022%2016:08:18%20GMT	http://wp.alithemes.com/html/nest/demo/shop-fullwidth.html	C:/Users/akash/OneDrive/Desktop/Ecommerce%20Project/Ecommerce%20Project/wp.alithemes.com/html/nest/demo/shop-fullwidth.html	(from http://wp.alithemes.com/html/nest/demo/index.html)
00:22:02	133617/133617	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Apr%202022%2016:08:18%20GMT	http://wp.alithemes.com/html/nest/demo/shop-product-left.html	C:/Users/akash/OneDrive/Desktop/Ecommerce%20Project/Ecommerce%20Project/wp.alithemes.com/html/nest/demo/shop-product-left.html	(from http://wp.alithemes.com/html/nest/demo/index.html)
00:22:03	120116/120116	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Apr%202022%2016:08:18%20GMT	http://wp.alithemes.com/html/nest/demo/shop-product-full.html	C:/Users/akash/OneDrive/Desktop/Ecommerce%20Project/Ecommerce%20Project/wp.alithemes.com/html/nest/demo/shop-product-full.html	(from http://wp.alithemes.com/html/nest/demo/index.html)
00:22:03	138180/138180	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Apr%202022%2016:08:18%20GMT	http://wp.alithemes.com/html/nest/demo/shop-product-vendor.html	C:/Users/akash/OneDrive/Desktop/Ecommerce%20Project/Ecommerce%20Project/wp.alithemes.com/html/nest/demo/shop-product-vendor.html	(from http://wp.alithemes.com/html/nest/demo/index.html)
00:22:04	158982/158982	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Apr%202022%2016:08:18%20GMT	http://wp.alithemes.com/html/nest/demo/shop-filter.html	C:/Users/akash/OneDrive/Desktop/Ecommerce%20Project/Ecommerce%20Project/wp.alithemes.com/html/nest/demo/shop-filter.html	(from http://wp.alithemes.com/html/nest/demo/index.html)
00:22:05	13090/13090	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Apr%202022%2016:08:18%20GMT	http://wp.alithemes.com/html/nest/demo/shop-invoice-1.html	C:/Users/akash/OneDrive/Desktop/Ecommerce%20Project/Ecommerce%20Project/wp.alithemes.com/html/nest/demo/shop-invoice-1.html	(from http://wp.alithemes.com/html/nest/demo/index.html)
